project_id,company_id,project_name,start_date,completion_date,project_status,automation_type,robots_deployed,budget_usd,annual_savings_usd,roi_percent,department,implementation_partner,country,industry,employee_hours_saved,ai_enabled,cloud_deployment
PRJ-0000141,COMP-0036,Loan Processing Tool,2020-07-13,2020-08-11,Planning,Robotic Process Automation,70,1484553.35,5160307.44,347.6,Human Resources,IBM,Australia,Healthcare,5461,false,false
PRJ-0000142,COMP-0105,Billing Automation System,2020-11-22,2021-08-06,On Hold,Cognitive Automation,26,1732555.84,4441753.41,256.37,Marketing,IBM,United States,Healthcare,8837,true,true
PRJ-0000143,COMP-0157,IT Ticket Classification Pipeline,2022-04-02,2023-04-17,On Hold,Digital Process Automation,85,1503761.53,3923464.21,260.91,Marketing,Capgemini,Canada,Logistics,12966,false,false
PRJ-0000144,COMP-0160,IT Service Management Automation,2021-08-19,2021-12-26,In Progress,Robotic Process Automation,28,164988.73,594206.91,360.15,Operations,Deloitte,Australia,Banking,1487,true,false
PRJ-0000145,COMP-0048,Risk Assessment Platform,2023-05-06,2024-04-23,Planning,Digital Process Automation,76,1492856.78,3711092.67,248.59,Legal,Tata Consultancy Services,Germany,Insurance,10902,true,true
PRJ-0000146,COMP-0006,Workflow Orchestration System,2020-08-28,2020-08-02,In Progress,Robotic Process Automation,56,308692.08,1177135.51,381.33,Human Resources,Tata Consultancy Services,India,Technology,10394,false,false
PRJ-0000147,COMP-0120,Employee Offboarding Bot,2020-05-20,2022-01-27,Completed,AI + RPA,41,1957904.36,2160547.46,110.35,Finance,Infosys,Germany,Telecom,5447,false,false
PRJ-0000148,COMP-0040,Claims Processing Solution,2020-01-05,2020-09-18,Failed,Intelligent Process Automation,25,1420243.45,113619.48,8.0,Finance,KPMG,United Kingdom,Telecom,23509,false,true
PRJ-0000149,COMP-0078,Order Management Solution,2022-09-05,2024-04-14,Failed,Robotic Process Automation,8,1034067.61,168863.24,16.33,Customer Service,BCG,United States,Telecom,21284,false,false
PRJ-0000150,COMP-0086,Supply Chain Reconciliation Pipeline,2023-10-01,2025-03-19,In Progress,Cognitive Automation,44,463682.67,916376.06,197.63,Supply Chain,KPMG,Germany,Banking,15843,false,false
PRJ-0000151,COMP-0141,Data Validation Automation,2022-12-14,2023-10-23,Failed,AI + RPA,54,1398616.59,-478187.01,-34.19,Supply Chain,KPMG,Japan,Energy,18885,true,true
PRJ-0000152,COMP-0120,Purchase Order Processing System,2021-05-26,2022-02-12,Failed,Digital Process Automation,56,862754.97,-49177.03,-5.7,Supply Chain,Infosys,India,Retail,6549,false,false
PRJ-0000153,COMP-0001,Purchase Order Processing Solution,2020-07-04,2020-05-26,Completed,Digital Process Automation,87,289726.1,404573.53,139.64,Human Resources,Cognizant,Brazil,Insurance,12997,true,true
PRJ-0000154,COMP-0053,Returns Processing System,2022-12-09,2022-09-18,In Progress,Digital Process Automation,56,1672581.48,4274783.75,255.58,Marketing,KPMG,Poland,Telecom,10768,false,true
PRJ-0000155,COMP-0143,Master Data Management Platform,2023-07-02,2024-02-22,Planning,Digital Process Automation,12,620284.37,1663912.82,268.25,Operations,KPMG,United Kingdom,Energy,21259,true,false
PRJ-0000156,COMP-0084,Asset Tracking Bot,2021-09-28,2022-03-28,In Progress,Cognitive Automation,29,1437380.48,1793419.62,124.77,IT,IBM,Brazil,Technology,18815,false,true
PRJ-0000157,COMP-0181,Regulatory Reporting Bot,2020-06-23,2021-10-05,Completed,Robotic Process Automation,39,1729526.2,1071614.43,61.96,Human Resources,Accenture,Japan,Pharma,12321,false,false
PRJ-0000158,COMP-0062,Invoice Processing System,2020-05-16,2022-07-26,On Hold,Cognitive Automation,7,1766283.8,830153.39,47.0,Finance,Wipro,Netherlands,Logistics,14187,true,true
PRJ-0000159,COMP-0127,Loan Processing Engine,2021-07-02,2022-02-13,In Progress,Digital Process Automation,17,1841318.58,4845061.58,263.13,Human Resources,Capgemini,India,Banking,15202,false,true
PRJ-0000160,COMP-0045,Supply Chain Reconciliation Tool,2020-06-24,2022-04-04,Failed,Digital Process Automation,52,1485212.09,-690475.1,-46.49,Human Resources,Tata Consultancy Services,Japan,Energy,14555,true,false
PRJ-0000161,COMP-0024,Billing Automation Tool,2020-12-02,2022-09-14,In Progress,Intelligent Process Automation,71,593918.94,288644.6,48.6,Customer Service,EY,Brazil,Logistics,23743,false,false
PRJ-0000162,COMP-0121,Credit Risk Analysis Bot,2020-06-16,2020-06-28,In Progress,Digital Process Automation,70,119116.9,264677.75,222.2,Legal,IBM,Poland,Telecom,24250,false,false
PRJ-0000163,COMP-0152,Tax Filing Module,2022-05-03,2024-12-08,In Progress,Robotic Process Automation,42,374368.05,105384.61,28.15,Customer Service,IBM,Poland,Technology,8622,false,true
PRJ-0000164,COMP-0101,HR Onboarding Framework,2023-10-02,2023-10-27,Completed,Robotic Process Automation,39,1168246.04,1418951.64,121.46,Customer Service,Cognizant,United States,Retail,24087,false,true
PRJ-0000165,COMP-0129,Risk Assessment Pipeline,2022-01-17,2023-05-16,Completed,Digital Process Automation,43,1438284.65,3695960.07,256.97,Marketing,BCG,Brazil,Retail,7462,false,false
PRJ-0000166,COMP-0166,Master Data Management Automation,2022-04-03,2024-09-15,Planning,Cognitive Automation,48,421403.55,708927.19,168.23,IT,BCG,United States,Logistics,8666,false,true
PRJ-0000167,COMP-0061,Fraud Detection Framework,2022-01-04,2022-08-12,Completed,Intelligent Process Automation,50,473306.91,1516333.35,320.37,Marketing,Wipro,United Kingdom,Energy,5224,true,false
PRJ-0000168,COMP-0064,Invoice Processing System,2023-05-25,2025-01-06,In Progress,AI + RPA,43,804249.42,2333047.14,290.09,Finance,Infosys,United States,Logistics,16847,false,true
PRJ-0000169,COMP-0032,Returns Processing Solution,2021-12-06,2022-06-13,Failed,AI + RPA,38,484303.5,142917.96,29.51,Compliance,PwC,India,Insurance,17594,true,true
PRJ-0000170,COMP-0008,Procure to Pay System,2023-01-16,2025-09-09,Completed,Cognitive Automation,16,735870.05,1697357.86,230.66,IT,Cognizant,India,Insurance,24736,false,false
PRJ-0000171,COMP-0108,Workflow Orchestration Solution,2021-08-17,2023-06-13,Planning,AI + RPA,23,328879.09,524463.48,159.47,Legal,PwC,Japan,Banking,20134,true,false
PRJ-0000172,COMP-0082,Audit Trail Automation,2022-08-28,2023-01-22,Planning,AI + RPA,45,1783012.69,272979.24,15.31,IT,Capgemini,France,Telecom,3011,false,true
PRJ-0000173,COMP-0176,Inventory Management Tool,2021-07-28,2023-03-05,Completed,Robotic Process Automation,52,1141279.66,744228.47,65.21,Human Resources,Tata Consultancy Services,Japan,Insurance,6047,true,false
PRJ-0000174,COMP-0186,Procure to Pay Solution,2020-06-18,2022-05-22,Completed,Digital Process Automation,61,774369.33,1140181.4,147.24,Finance,Wipro,India,Pharma,7047,false,false
PRJ-0000175,COMP-0119,Workflow Orchestration Framework,2020-07-15,2020-01-07,Failed,Intelligent Process Automation,19,1842499.36,138187.45,7.5,Customer Service,BCG,Japan,Telecom,15810,false,true
PRJ-0000176,COMP-0121,Compliance Monitoring Module,2020-05-26,2020-04-28,In Progress,AI + RPA,34,1388360.54,1670058.89,120.29,Supply Chain,Tata Consultancy Services,Canada,Banking,15238,true,false
PRJ-0000177,COMP-0126,Data Validation Bot,2020-09-12,2020-01-21,Planning,AI + RPA,68,276076.49,1101766.06,399.08,Customer Service,Cognizant,India,Pharma,9710,true,true
PRJ-0000178,COMP-0062,IT Ticket Classification System,2023-01-03,2024-11-03,On Hold,Robotic Process Automation,56,616868.0,532233.71,86.28,Compliance,Tata Consultancy Services,France,Insurance,21124,false,false
PRJ-0000179,COMP-0030,Contract Management Framework,2021-07-06,2022-03-19,Failed,Digital Process Automation,73,827450.56,12908.23,1.56,Marketing,EY,Singapore,Manufacturing,4029,true,false
PRJ-0000180,COMP-0121,HR Onboarding Pipeline,2023-09-19,2024-03-10,In Progress,Intelligent Process Automation,8,1767204.42,1755540.87,99.34,Sales,IBM,Netherlands,Healthcare,17395,true,true
PRJ-0000181,COMP-0030,Billing Automation Module,2022-08-22,2024-08-10,Planning,Intelligent Process Automation,57,416809.84,1432325.33,343.64,Human Resources,Infosys,Poland,Banking,20048,true,false
PRJ-0000182,COMP-0148,Workflow Orchestration Tool,2023-07-22,2023-01-13,Failed,Digital Process Automation,45,1872103.52,92294.7,4.93,Operations,Capgemini,Japan,Energy,13521,true,false
PRJ-0000183,COMP-0001,Document Processing Pipeline,2020-03-20,2021-08-03,Failed,Intelligent Process Automation,38,1841005.59,-481791.16,-26.17,IT,PwC,Poland,Logistics,17742,true,false
PRJ-0000184,COMP-0065,Quality Assurance Solution,2020-03-14,2021-08-23,Planning,Robotic Process Automation,85,267204.43,845889.06,316.57,IT,PwC,Japan,Logistics,15427,false,false
PRJ-0000185,COMP-0095,Billing Automation Tool,2023-10-26,2024-04-08,Failed,Cognitive Automation,41,1175886.1,-272687.99,-23.19,Customer Service,Accenture,Singapore,Retail,19418,false,true
PRJ-0000186,COMP-0162,IT Ticket Classification Bot,2020-10-11,2021-10-07,In Progress,Robotic Process Automation,15,1214113.08,1979489.97,163.04,Sales,Infosys,Japan,Telecom,21780,false,false
PRJ-0000187,COMP-0084,Purchase Order Processing Engine,2022-07-17,2024-05-27,Completed,AI + RPA,10,869141.11,296290.2,34.09,Finance,KPMG,India,Energy,2416,false,false
PRJ-0000188,COMP-0143,Quality Assurance Bot,2020-05-18,2020-03-13,Failed,Robotic Process Automation,5,518230.91,-141166.1,-27.24,IT,Tata Consultancy Services,Brazil,Telecom,24746,true,true
PRJ-0000189,COMP-0106,Order Management Framework,2022-08-24,2022-01-09,Failed,Intelligent Process Automation,33,713734.56,-99851.46,-13.99,Supply Chain,Deloitte,United Kingdom,Retail,14156,false,false
PRJ-0000190,COMP-0007,Vendor Management Framework,2022-01-17,2024-03-01,Completed,Digital Process Automation,75,189214.04,739770.13,390.97,Compliance,Deloitte,United States,Pharma,6634,false,true
PRJ-0000191,COMP-0017,HR Onboarding Pipeline,2022-07-17,2024-06-19,Completed,Robotic Process Automation,62,196762.09,515713.44,262.1,Marketing,BCG,Canada,Retail,10290,true,true
PRJ-0000192,COMP-0125,Workflow Orchestration Pipeline,2023-07-18,2025-12-04,Failed,Intelligent Process Automation,95,284135.15,-126298.07,-44.45,Finance,Cognizant,Poland,Insurance,10267,false,false
PRJ-0000193,COMP-0195,Order Management System,2021-06-18,2021-12-20,In Progress,Cognitive Automation,24,1454932.76,3709060.09,254.93,Sales,Capgemini,Canada,Insurance,5322,false,true
PRJ-0000194,COMP-0015,Fraud Detection Platform,2021-12-03,2021-01-16,In Progress,Cognitive Automation,69,106647.83,416609.08,390.64,Human Resources,KPMG,Poland,Manufacturing,2562,false,false
PRJ-0000195,COMP-0170,Expense Reporting Pipeline,2020-02-28,2022-06-27,In Progress,Digital Process Automation,92,1417440.04,4262950.92,300.75,Supply Chain,KPMG,Canada,Technology,20071,true,true
PRJ-0000196,COMP-0137,Tax Filing Framework,2022-03-20,2022-11-02,Planning,AI + RPA,95,920765.21,3334274.98,362.12,Customer Service,BCG,Germany,Telecom,7936,true,false
PRJ-0000197,COMP-0172,Inventory Management Solution,2021-10-01,2023-04-22,In Progress,Digital Process Automation,81,809407.15,674721.8,83.36,Sales,Capgemini,Germany,Healthcare,22602,true,true
PRJ-0000198,COMP-0126,Asset Tracking Bot,2023-11-24,2024-12-20,In Progress,Digital Process Automation,96,1678806.73,6700789.18,399.14,IT,BCG,Germany,Banking,16468,true,true
PRJ-0000199,COMP-0021,Customer Onboarding KYC Framework,2022-03-08,2023-02-06,Completed,Digital Process Automation,36,811301.4,3049519.7,375.88,Compliance,Wipro,Japan,Insurance,7017,true,true
PRJ-0000200,COMP-0038,Report Generation Automation,2023-03-07,2025-10-14,In Progress,AI + RPA,25,502741.71,98637.92,19.62,Customer Service,BCG,France,Retail,19118,false,false
PRJ-0000201,COMP-0091,Tax Filing Module,2022-08-01,2023-01-26,Completed,Robotic Process Automation,89,1974179.37,3661905.31,185.49,Supply Chain,Capgemini,Canada,Logistics,19474,false,true
PRJ-0000202,COMP-0003,Returns Processing Tool,2020-11-07,2022-07-08,Failed,Robotic Process Automation,61,681190.14,-307080.52,-45.08,Operations,BCG,United States,Healthcare,4965,true,true
PRJ-0000203,COMP-0120,Financial Reconciliation Engine,2021-01-26,2022-01-10,On Hold,Intelligent Process Automation,59,1842985.96,4587192.05,248.9,Legal,Wipro,United States,Healthcare,23820,true,false
PRJ-0000204,COMP-0181,Document Processing Solution,2022-01-04,2024-04-20,Planning,Digital Process Automation,41,1050264.35,1331945.25,126.82,Marketing,Accenture,Australia,Retail,17834,false,true
PRJ-0000205,COMP-0073,Claims Processing Platform,2020-02-22,2021-07-01,Failed,Intelligent Process Automation,63,371775.3,-45096.34,-12.13,Supply Chain,EY,India,Insurance,2427,false,true
PRJ-0000206,COMP-0053,IT Service Management Platform,2022-05-25,2024-03-08,Completed,Digital Process Automation,91,1206950.07,2724931.17,225.77,Operations,Deloitte,Germany,Pharma,19122,true,true
PRJ-0000207,COMP-0015,Workflow Orchestration System,2020-06-27,2022-08-16,Failed,Robotic Process Automation,21,879379.78,-192584.17,-21.9,IT,Capgemini,Canada,Healthcare,11843,false,true
PRJ-0000208,COMP-0200,Inventory Management Solution,2023-05-04,2023-04-11,Planning,Digital Process Automation,7,1073608.03,2610370.56,243.14,Sales,Cognizant,United States,Retail,15806,false,true
PRJ-0000209,COMP-0086,Inventory Management Framework,2023-07-24,2023-01-18,Completed,Digital Process Automation,12,976118.96,1780929.04,182.45,Human Resources,IBM,Poland,Banking,12072,false,false
PRJ-0000210,COMP-0089,Fraud Detection Solution,2020-03-14,2022-10-27,Failed,Digital Process Automation,75,548926.89,-68012.04,-12.39,Legal,BCG,Australia,Healthcare,10299,false,false
PRJ-0000211,COMP-0005,Tax Filing Pipeline,2023-04-26,2025-11-08,Planning,Robotic Process Automation,9,657887.43,2522998.29,383.5,Sales,EY,Germany,Insurance,24400,true,true
PRJ-0000212,COMP-0022,Email Automation Framework,2023-03-06,2023-11-19,Completed,Cognitive Automation,66,621074.01,1952221.94,314.33,Operations,Capgemini,Singapore,Healthcare,19575,true,false
PRJ-0000213,COMP-0131,Expense Reporting Framework,2021-11-25,2023-02-02,Planning,AI + RPA,30,1271968.08,915562.62,71.98,Customer Service,EY,Singapore,Insurance,14260,false,true
PRJ-0000214,COMP-0122,IT Ticket Classification Framework,2020-02-21,2020-04-05,Planning,AI + RPA,69,1573324.18,1607622.65,102.18,Marketing,IBM,Germany,Healthcare,23121,false,false
PRJ-0000215,COMP-0015,Employee Offboarding Solution,2022-02-03,2024-03-26,Failed,Intelligent Process Automation,87,1255430.74,85494.83,6.81,IT,BCG,Netherlands,Energy,3714,true,true
PRJ-0000216,COMP-0170,Loan Processing System,2023-10-05,2025-05-09,On Hold,Intelligent Process Automation,63,1221624.91,1105570.54,90.5,Customer Service,Infosys,Japan,Pharma,13481,false,false
PRJ-0000217,COMP-0032,Supply Chain Reconciliation Module,2021-10-03,2023-09-08,Failed,Cognitive Automation,61,839183.75,-236146.31,-28.14,Sales,Accenture,United Kingdom,Energy,6876,false,true
PRJ-0000218,COMP-0182,Document Processing Bot,2020-12-10,2022-04-10,Completed,Intelligent Process Automation,32,850012.12,3353552.82,394.53,Customer Service,Tata Consultancy Services,Australia,Logistics,23596,true,false
PRJ-0000219,COMP-0193,Accounts Payable Bot,2020-09-19,2022-06-18,In Progress,Intelligent Process Automation,42,1158491.9,2949520.38,254.6,Customer Service,Cognizant,Australia,Insurance,22679,false,false
PRJ-0000220,COMP-0035,Data Validation Module,2022-05-08,2022-07-14,In Progress,Intelligent Process Automation,62,613130.1,2174036.71,354.58,Finance,EY,India,Energy,11066,true,true
PRJ-0000221,COMP-0066,HR Onboarding Solution,2021-06-12,2023-08-26,In Progress,AI + RPA,93,473387.59,1016126.46,214.65,Human Resources,Capgemini,United Kingdom,Telecom,21309,false,true
PRJ-0000222,COMP-0146,Inventory Management Pipeline,2023-01-17,2023-01-02,Completed,Cognitive Automation,17,1268370.36,3322115.65,261.92,Sales,Infosys,Poland,Technology,8652,true,true
PRJ-0000223,COMP-0047,Contract Management Solution,2020-11-18,2021-02-23,Failed,Intelligent Process Automation,27,867822.69,-135727.47,-15.64,Sales,Wipro,Australia,Pharma,17121,false,false
PRJ-0000224,COMP-0194,Master Data Management Automation,2021-12-23,2023-12-23,In Progress,Cognitive Automation,11,747547.99,1648343.32,220.5,Marketing,BCG,Germany,Banking,22043,false,false
PRJ-0000225,COMP-0012,Procure to Pay Tool,2020-03-24,2020-07-23,In Progress,AI + RPA,29,672682.7,1376712.41,204.66,IT,PwC,France,Manufacturing,11166,true,false
PRJ-0000226,COMP-0053,Contract Management Solution,2022-03-02,2024-08-11,Completed,AI + RPA,94,471146.32,1283920.84,272.51,Legal,IBM,Germany,Energy,10748,true,true
PRJ-0000227,COMP-0035,Tax Filing Module,2022-10-04,2023-03-02,Completed,Robotic Process Automation,83,1202366.99,1278597.06,106.34,IT,Tata Consultancy Services,United States,Telecom,10064,false,true
PRJ-0000228,COMP-0028,Data Migration Module,2023-03-22,2025-08-10,On Hold,Digital Process Automation,23,838396.93,924667.97,110.29,Operations,Tata Consultancy Services,United States,Insurance,15357,false,true
PRJ-0000229,COMP-0080,IT Service Management Module,2022-06-18,2022-11-09,On Hold,AI + RPA,97,558669.13,762304.03,136.45,Compliance,Wipro,Netherlands,Energy,23447,false,true
PRJ-0000230,COMP-0161,Accounts Payable Engine,2023-08-11,2024-08-11,In Progress,AI + RPA,30,320080.87,507776.29,158.64,Marketing,Deloitte,Germany,Telecom,23342,true,false
PRJ-0000231,COMP-0127,Accounts Payable Platform,2023-03-02,2023-06-21,Planning,Robotic Process Automation,83,1575703.32,3610881.73,229.16,Operations,BCG,Poland,Banking,20495,false,true
PRJ-0000232,COMP-0037,Billing Automation Platform,2020-04-14,2020-04-11,Failed,Intelligent Process Automation,85,1402676.78,406355.46,28.97,Compliance,EY,France,Pharma,6391,false,true
PRJ-0000233,COMP-0066,Vendor Management Framework,2021-04-12,2022-05-15,Completed,Cognitive Automation,28,388159.18,611777.68,157.61,Operations,Deloitte,United States,Technology,16236,true,false
PRJ-0000234,COMP-0090,Customer Onboarding KYC Module,2021-05-14,2022-03-11,On Hold,Cognitive Automation,16,110411.69,170608.14,154.52,Marketing,Deloitte,Netherlands,Healthcare,23701,true,true
PRJ-0000235,COMP-0155,Contract Management Bot,2023-09-20,2023-11-17,In Progress,Digital Process Automation,28,638031.32,1310069.71,205.33,Supply Chain,Cognizant,France,Pharma,2682,false,true
PRJ-0000236,COMP-0133,Trade Reconciliation Tool,2020-05-23,2020-04-01,On Hold,Robotic Process Automation,51,1774598.8,3753453.92,211.51,Sales,IBM,Poland,Healthcare,2063,false,true
PRJ-0000237,COMP-0195,Billing Automation Bot,2021-07-27,2022-06-17,In Progress,Digital Process Automation,97,511283.12,1305765.96,255.39,Human Resources,Infosys,Canada,Energy,15617,false,true
PRJ-0000238,COMP-0026,Employee Offboarding Automation,2022-03-18,2023-12-05,Planning,Intelligent Process Automation,52,739300.72,579981.41,78.45,Finance,BCG,United States,Logistics,17756,false,false
PRJ-0000239,COMP-0055,Fraud Detection Module,2021-06-23,2022-11-17,Completed,AI + RPA,58,1800570.98,1149484.51,63.84,Legal,Tata Consultancy Services,Brazil,Healthcare,24666,false,false
